id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
173,ocd-division/country:ca/province:nl,ENV/29/2013,,29,"Correspondence - In any and all formats, including paper and electronic - Between the Department and the Proponents/organizers of the Mud Immortal event held at Butter Pot Park. Date range Jan. 1, 2013 - Present.",Environment and Conservation,5.00,0.00,2013-12-13,disclosed in part,5465353,17,
81,ocd-division/country:ca/province:nl,ENV/30/2013,,30,"Records related to the full review of protocols referenced by the Minister (section highlighted) in the attached news story. Request included correspondence (in any and all formats, including paper and electronic) and results of this review.",Environment and Conservation,5.00,0.00,2013-12-13,disclosed in part,12360012,52,
210,ocd-division/country:ca/province:nl,TW/46/2013,,46,"Extract from the provincial database of motor vehicle collisions, for all collisions on provincial highways in 2012. Include all fields. You can release the data in any machine-readable format, such as plain text, XLSX, Microsoft Access dbf or accdb, XML, etc. No image files or pdfs please.",Transportation and Works,5.00,0.00,2013-12-13,disclosed in part,29606400,,31710
309,ocd-division/country:ca/province:nl,AES/29/2013,,29,"Payments made to the St. John's Native Friendship Center for the first half of fiscal 2013/14. Payments made to the Stella's Circle Group of Not For Profits for the first half of fiscal 2013/14. What %, of any of these payments were made under provisions of The Public Tender Act.",Advanced Education and Skills,5.00,0.00,2013-12-17,all disclosed,927871,8,
197,ocd-division/country:ca/province:nl,SNL/18/2013,,18,"Drawings, information and application submitted for a temporary septic system installed at Wareham Estates in Conception Bay South. Also the inspection and approval documents from Service NL for this application.",Service NL,5.00,0.00,2013-12-23,disclosed in part,1895657,12,
524,ocd-division/country:ca/province:nl,TW/51/2013,,51,"An electronic file (delimited text, Excel, json, xml etc, but not pdf or image format) extracted from your database of repair and maintenance requirements for highway structure such as bridges, tunnels, etc. including structure name, location, state of repair, priority for maintenance and most recent inspection date and results.",Transportation and Works,5.00,0.00,2013-12-23,all disclosed,2568704,,742
298,ocd-division/country:ca/province:nl,AES/30/2013,,30,List of businesses who have been approved for the 3:1 ratio for journey-persons: apprentices since the JMP was implemented.,Advanced Education and Skills,5.00,0.00,2013-12-27,all disclosed,531373,1,
129,ocd-division/country:ca/province:nl,AES/31/2013,,31,The Red Seal Certification pass/fail rate for the Sheet Metal Trade for NL Apprentices and the percentages scored by apprentices writing the certification exams from years 2008-2013.,Advanced Education and Skills,5.00,0.00,2013-12-27,disclosed in part,687011,3,
299,ocd-division/country:ca/province:nl,AES/32/2013,,32,"List of businesses who have been approved for the Apprenticeship Wage Subsidy since it was implemented. Also a list of which businesses were approved for the wage subsidy for existing employees, apprentices, and employees who turned into apprentices. And a list of which of these businesses received wage subsidy's for employees/apprentices who did not complete the Entry Level Program.",Advanced Education and Skills,5.00,0.00,2013-12-27,all disclosed,248151,8,
86,ocd-division/country:ca/province:nl,TW/45/2013,,45,"Records relating to road work on Hamilton River Road, Happy Valley-Goose Bay, created between September 1, 2013 and October 15, 2013.",Transportation and Works,5.00,0.00,2013-12-27,disclosed in part,6151954,68,
32,ocd-division/country:ca/province:nl,TW/52/2013,,52,"The amount that has been paid for security at the Abitibi Mill in Grand Falls-Windsor since the mill was expropriated in 2008. A breakdown of these expenses should be compiled by fiscal year, up to the present time.",Transportation and Works,5.00,0.00,2013-12-27,all disclosed,1310334,1,
317,ocd-division/country:ca/province:nl,IBRD/7/2013,,7,Proposals and Business Development Plans relating to Cain's Quest funding by IBRD.,"Innovation, Business and Rural Development",5.00,0.00,2013-12-30,disclosed in part,2318757,14,
48,ocd-division/country:ca/province:nl,ENV/31/2013,,31,Information relating to Crown Land in Brigus Junction.,Environment and Conservation,5.00,0.00,2014-01-02,all disclosed,274700,7,
47,ocd-division/country:ca/province:nl,ENV/32/2013,,32,Information relating to construction in Brigus Junction.,Environment and Conservation,5.00,0.00,2014-01-02,nothing disclosed,182581,3,
219,ocd-division/country:ca/province:nl,ENV/23/2013,,23,Any and all documentation related to chromium and hexavalent chromium in effluent released from the GC Rieber Carino Company operation since 2010.,Environment and Conservation,5.00,143.25,2014-01-06,disclosed in part,7870439,167,
140,ocd-division/country:ca/province:nl,MPA/12/2013,,12,"Total cost of minister and officials to travel to Happy Valley Goose Bay November 29, 2013.",Municipal Affairs,5.00,0.00,2014-01-07,all disclosed,2025921,2,
363,ocd-division/country:ca/province:nl,FA/30/2013,,30,"1) A breakdown of the 467 aquaculture grow-out jobs - as cited in F&A Annual Report 2012-2013 - by community and by employer. 2) A Breakdown of the total processing jobs in aquaculture (as a percentage and as a real number) of the 9,214 that is reported to work in the fishery processing sector in our province - also as cited in the F&A Annual Report 2012-2013).",Fisheries and Aquaculture,5.00,0.00,2014-01-08,all disclosed,654496,4,
123,ocd-division/country:ca/province:nl,JUS/20/2013,,20,The package of briefing materials prepared for your minister when he/she assumed his/her post.,Justice,5.00,0.00,2014-01-08,nothing disclosed,116079,2,
209,ocd-division/country:ca/province:nl,JUS/21/2013,,21,"Expense claims for the deputy-minister's out-of-province trips in 2013. If expense claims are not required, receipts or credit card records can be substituted.",Justice,5.00,0.00,2014-01-08,disclosed in part,466380,22,
135,ocd-division/country:ca/province:nl,JUS/23/2013,,23,The total amount of fees owing to government as a result of violations of the Highway Traffic Act. The total amount owed by the top ten offenders and totals owed by each of these top ten offenders and their ages.,Justice,5.00,0.00,2014-01-08,all disclosed,126905,2,
190,ocd-division/country:ca/province:nl,WP/2/2013,,2,Details on the sexual exploitation report. In particular I am requesting: (1) When first draft report was received by government. (2) when final copy was delivered to government. (3) When the report was given to the RNC (4) Cost of the report. (5) terms of reference of the report.,Women's Policy Office,5.00,0.00,2014-01-10,all disclosed,1245386,11,
297,ocd-division/country:ca/province:nl,HCS/21/2013,,21,List of all agreements currently in force with drug manufacturers regarding the listing of drugs on the provincial formulary.,Health and Community Services,5.00,0.00,2014-01-15,all disclosed,198117,2,
246,ocd-division/country:ca/province:nl,TW/53/2013,,53,"Any emails and other communication between CarolAnn Carter, Glen Little, Marietta McGrath and Renee Paul from Oct 1, 2013 to Nov 8, 2013.",Transportation and Works,5.00,0.00,2014-01-17,disclosed in part,3017317,23,
455,ocd-division/country:ca/province:nl,TW/47/2013,,47,"All information pertaining to tenders received for the OH & S Office Renovation, 3rd Floor, Public Building, Grand Falls-Windsor project.",Transportation and Works,5.00,0.00,2014-01-20,disclosed in part,3956648,22,
264,ocd-division/country:ca/province:nl,MPA/13/2013,,13,"Capital works approvals by district for the 2013 fiscal year, thus far.",Municipal Affairs,5.00,0.00,2014-01-21,all disclosed,697937,8,
395,ocd-division/country:ca/province:nl,ENV/2/2014,,2,"A copy of any and all applications, documents, correspondence, and emails related to the Town of Upper Island Cove Crown Land application dated September, 24, 2012, found on map #0N1N1 - 410, in the calendar year of 2013.",Environment and Conservation,5.00,0.00,2014-01-31,disclosed in part,3312816,32,
484,ocd-division/country:ca/province:nl,ENV/33/2013,,33,Information on the number and location of oil tanks supplied by Parrsboro Metal Works and approved by the provincial regulators that have been installed for commercial and residential use in Newfoundland and Labrador.,Environment and Conservation,5.00,78.00,2014-02-06,all disclosed,696231,16,
61,ocd-division/country:ca/province:nl,AES/1/2014,,1,"The name, contact info, and sheet metal background of the Sheet Metal Worker advisor to the Provincial Apprenticeship and Certification Board.",Advanced Education and Skills,5.00,0.00,2014-02-10,all disclosed,889544,2,
492,ocd-division/country:ca/province:nl,TW/54/2013,,54,A district by district breakdown of all Capital Works expenditures form the Department of Transportation and Works for the 2013 fiscal year.,Transportation and Works,5.00,0.00,2014-02-11,all disclosed,623640,10,
120,ocd-division/country:ca/province:nl,AES/2/2014,,2,"The numbers of passes and fails for NL Apprentices writing the Red Seal Certification exams from years 2008-2013, for all trades.",Advanced Education and Skills,5.00,0.00,2014-02-17,all disclosed,837156,22,
294,ocd-division/country:ca/province:nl,FIN/1/2014,,1,"Journey authorization forms, itineraries, and original receipts and supporting records for travel claim TCMS292266 (August 17, 2013) for Minister Jerome Kennedy to attend meetings in Toronto with Legal Counsel.",Finance,5.00,0.00,2014-02-17,disclosed in part,1675755,9,
293,ocd-division/country:ca/province:nl,OPE/1/2014,,1,"Journey authorization forms, itineraries, and original receipts and supporting records for travel claim TCMS289475 (June 18, 2013) for Mr. Steve Kent, Parliamentary Secretary to IBRD, travel to Toronto for Big Brothers Big Sisters Event - OPE, total amount $1,270.23.",Office of Public Engagement,5.00,0.00,2014-02-17,disclosed in part,1753302,23,
353,ocd-division/country:ca/province:nl,FIN/3/2014,,3,Information concerning a Gasoline Tax Lien on a property in Green's Harbour.,Finance,5.00,0.00,2014-02-18,disclosed in part,394523,2,
208,ocd-division/country:ca/province:nl,JUS/1/2014,,1,Expenditures by Victim Services for fiscal 2012/2013 and statistics on staff time spent with victims and staff time spent on specific types of crimes.,Justice,5.00,0.00,2014-02-19,all disclosed,668677,2,
292,ocd-division/country:ca/province:nl,ENV/3/2014,,3,"Journey authorization forms, itineraries, and original receipts and supporting records for the attached travel claims.",Environment and Conservation,5.00,0.00,2014-02-20,disclosed in part,2233779,15,
367,ocd-division/country:ca/province:nl,SNL/1/2014,,1,"Copies of all minutes taken at Public Accountants Licensing Board and/or committees meetings, communications and letters from the public relating to the Board from 1 January 1998 to the present.",Service NL,5.00,0.00,2014-02-20,all disclosed,6775276,95,
128,ocd-division/country:ca/province:nl,TW/1/2014,,1,The quantity of weeping tile which was paid out for project #F9240203.2000 Paradise school.,Transportation and Works,5.00,0.00,2014-02-20,nothing disclosed,518358,2,
215,ocd-division/country:ca/province:nl,ENV/48/2014,,48,Funding information relating to the George River Caribou Herd.,Environment and Conservation,5.00,0.00,2014-02-24,all disclosed,368664,8,
