division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,FIN-2012-00129,3782955,129,"The business case or report recommending or justifying the sale of the BC Liquor Distribution warehousing facilities and associate distribution services to the private sector including the Ministry of Finance staff research that the Honourable Rich Coleman MLA, referenced in Question Period on May 8, 2012.  The timeframe is 2010 to [May 16, 2012]; The report and correspondence that formed the basis of the Negotiated Request for Proposals NRFP SATP-301, for the BC Liquor Distribution warehousing sale.",Finance,organization,0.00,2012-10-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782955&title=FOI%20Request%20-%20FIN-2012-00129,2695740,43,0,0
ocd-division/country:ca/province:bc,CSC-2012-00023,3791452,23,"Any and all correspondence relating to meetings between the Deputy Minister and the screen-based industry, including any briefing notes, agenda documents, minutes, background notes or other material.  Timeframe is September 1, 2011 to March 28, 2012.","Community, Sport and Cultural Development",organization,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3791452&title=FOI%20Request%20-%20CSC-2012-00023,8225053,312,0,0
ocd-division/country:ca/province:bc,CSC-2012-00035,3779905,35,"Any and all documents relating to the amount of the $10m Sports and Arts Legacy Fund as set aside for Arts but not granted to the BC Arts Council, as referenced by the Minister in the estimates debate of March 1, 2012.  Timeframe is April 1, 2011 to April 18, 2012.","Community, Sport and Cultural Development",organization,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3779905&title=FOI%20Request%20-%20CSC-2012-00035,34241888,171,0,0
ocd-division/country:ca/province:bc,CTZ-2012-00111,3791336,111,Request Detail History Reports from CRTS that document how libraries and archives have benefited from BC's Freedom of Information and Protection of Privacy Act.,Citizens' Services and Open Government,academia,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3791336&title=FOI%20Request%20-%20CTZ-2012-00111,522129,31,0,0
ocd-division/country:ca/province:bc,GCP-2012-00177,3782976,177,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.",Citizens' Services and Open Government,media,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782976&title=FOI%20Request%20-%20GCP-2012-00177,492836,1,0,0
ocd-division/country:ca/province:bc,JAG-2012-01285,3791242,1285,The number of Immediate Roadside Prohibition decisions rendered in the month of July 2012; Copies of all decisions rendered in the month of July 2012 in which the prohibition was overturned.,Justice,business,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3791242&title=FOI%20Request%20-%20JAG-2012-01285,3560469,102,0,0
ocd-division/country:ca/province:bc,OOP-2012-00579,3782994,579,"All records related to the use of communication interns or any other kind of interns or internships in any Minister's Office, including records related to any search process, job postings and/or advertisements, the hiring process, job descriptions, reporting relationships, confidentiality agreements, all financial records including contracts as well as records related to pay and benefits, and any records related to internships as a form of employment and the Minister's Office budget. The time frame is April 1, 2012 to August 10, 2012.",Office of the Premier,organization,0.00,2012-10-11,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782994&title=FOI%20Request%20-%20OOP-2012-00579,4646710,24,0,0
ocd-division/country:ca/province:bc,CFD-2012-01332,3794920,1332,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.",Children and Family Development,media,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794920&title=FOI%20Request%20-%20CFD-2012-01332,491316,1,0,0
ocd-division/country:ca/province:bc,EGM-2012-00172,3801308,172,"Any and all compliance audits and reports by the Gaming Policy and Enforcement Branch of 50/50 raffle draws conducted at Canadian Football League games in Vancouver (including BC Lions regular season homes games, playoff games and the Grey Cup) from 2010 to [August 21, 2012].","Energy, Mines and Natural Gas",media,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3801308&title=FOI%20Request%20-%20EGM-2012-00172,511157,9,0,0
ocd-division/country:ca/province:bc,EGM-2012-00190,3794774,190,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.","Energy, Mines and Natural Gas",media,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794774&title=FOI%20Request%20-%20EGM-2012-00190,600613,1,0,0
ocd-division/country:ca/province:bc,JAG-2012-01312,3782826,1312,"Any and all information regarding the death of [named individual] at the Fraser Regional Correction Centre on October 19, 2010; and copies of recent in-custody deaths.",Justice,public,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3782826&title=FOI%20Request%20-%20JAG-2012-01312,4217242,21,0,0
ocd-division/country:ca/province:bc,JTI-2012-00120,3794874,120,"Itemized list, including invoices and explanation of the $2,244,667 paid by the Ministry to the British Columbia Construction Association in fiscal year 2011/12, as outlined on page 58 of Public Accounts, specifically information related to what that money was spent on.","Jobs, Tourism and Skills Training",organization,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794874&title=FOI%20Request%20-%20JTI-2012-00120,2786164,37,0,0
ocd-division/country:ca/province:bc,JTI-2012-00122,3794853,122,"Correspondence (including, but not limited to, invitations and responses) with Golf Canada (aka Royal Canadian Golf Association), Vancouver Golf Club, Ladies Professional Golf Association and CN regarding attendance at the CN Canadian Women's Open Golf Tournament by representatives of the Province of BC (including elected officials and their partners, political staff, and staff of ministries or agencies). Timeframe August 1, 2011 to present [ August 28, 2012]","Jobs, Tourism and Skills Training",media,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794853&title=FOI%20Request%20-%20JTI-2012-00122,626817,8,0,0
ocd-division/country:ca/province:bc,MSD-2012-00547,3794906,547,"All briefing notes, emails, memos, etc provided by CLBC and Ministry staff to the Minister of Social Development regarding bonuses paid to Community Living BC executives for the period September 1, 2011 through June 20, 2012.",Social Development,organization,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794906&title=FOI%20Request%20-%20MSD-2012-00547,559073,16,0,0
ocd-division/country:ca/province:bc,MSD-2012-00576,3794723,576,"All records which relate to the decision by the Minister of Social Development, Community Living BC Board and the Public Sector Employers Council to modify the Executive Compensation structure for CLBC Managers and executives as of April 1, 2012.",Social Development,organization,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3794723&title=FOI%20Request%20-%20MSD-2012-00576,6635294,140,0,0
ocd-division/country:ca/province:bc,TRA-2012-00265,3795068,265,Any government records that make reference to the issue of missing women along Highway 16/the Highway of Tears.,Transportation and Infrastructure,academia,0.00,2012-10-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3795068&title=FOI%20Request%20-%20TRA-2012-00265,4711569,13,0,0
ocd-division/country:ca/province:bc,CSC-2012-00074,3795309,74,"Correspondence (including, but not limited to, invitations and responses) with Golf Canada (aka Royal Canadian Golf Association), Vancouver Golf Club, Ladies Professional Golf Association and CN regarding attendance at the CN Canadian Women's Open Golf Tournament by representatives of the Province of BC (including elected officials and their partners, political staff, and staff of ministries or agencies). Timeframe August 1, 2011 to present [ August 28, 2012]","Community, Sport and Cultural Development",media,0.00,2012-10-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3795309&title=FOI%20Request%20-%20CSC-2012-00074,619733,5,0,0
ocd-division/country:ca/province:bc,EGM-2012-00181,3801364,181,Inspection Report done on May 30 2012 by Energy and Mines in Kamloops on the McIntyre Pit in Gallagher Lake Oliver BC; mine number 0400805.,"Energy, Mines and Natural Gas",public,0.00,2012-10-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3801364&title=FOI%20Request%20-%20EGM-2012-00181,483980,1,0,0
ocd-division/country:ca/province:bc,FNR-2012-00251,3797300,251,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.","Forests, Lands and Natural Resource Operations",media,0.00,2012-10-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3797300&title=FOI%20Request%20-%20FNR-2012-00251,222761,5,0,0
ocd-division/country:ca/province:bc,OOP-2012-00574,3795482,574,"Correspondence (including, but not limited to, invitations and responses) with Golf Canada (aka Royal Canadian Golf Association), Vancouver Golf Club, Ladies Professional Golf Association and CN regarding attendance at the CN Canadian Women's Open Golf Tournament by representatives of the Province of BC (including elected officials and their partners, political staff, and staff of ministries or agencies).",Office of the Premier,media,0.00,2012-10-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3795482&title=FOI%20Request%20-%20OOP-2012-00574,1342795,5,0,0
ocd-division/country:ca/province:bc,ARR-2012-00063,3802841,63,"An electronic list of contracts issued by the Ministry including fields for the contractor, contract value, date contract awarded and description of work for contracts of $10,000 or more awarded by tender or RFP. Timeframe is January 1, 2012 to August 31 2012.",Aboriginal Relations and Reconciliation,media,0.00,2012-10-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3802841&title=FOI%20Request%20-%20ARR-2012-00063,584222,1,0,0
ocd-division/country:ca/province:bc,EAO-2012-00016,3805541,16,"The results of the EAO and the Compliance and Enforcement Branch of MFLNRO 13 compliance inspections of environmental assessment certified projects since August 2011, including the Northwest Transmission Line Project.",Environment,media,0.00,2012-10-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3805541&title=FOI%20Request%20-%20EAO-2012-00016,13302979,77,0,0
ocd-division/country:ca/province:bc,FIN-2012-00133,3804920,133,"Any travel expenses for Dimitri Pantazopoulos, Pamela Martin, Trevor Halford, Jennifer Chalmers, Thomas Marshall, Shane Mills, Spencer Sproule, Shazia Rana, Gabe Garfinkel, and Laura Tennant.  Timeframe between March 22 and April 20, 2012.",Finance,media,90.00,2012-10-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3804920&title=FOI%20Request%20-%20FIN-2012-00133,7648609,66,0,0
ocd-division/country:ca/province:bc,FIN-2012-00191,3804809,191,"Any and all information pertaining to the Province's decision to lay out five new requirements all new crude oil pipelines will have to meet before they get provincial approval including any polling data commissioned, emails sent, meeting notes, research conducted, and any other information related to the decision to articulate five conditions for approval; Any documents pertaining specifically to Enbridge and the Northern Gateway pipeline and the Premier's decision to ask that BC receives a fair share of the fiscal and economic benefits of a proposed heavy oil project that reflects the level, degree and nature of the risk borne by the province, the environment and taxpayers including any communication with the Federal government and the government of Alberta, and any internal documents, emails, research, polling or other communication pertaining to the government's desire to receive a fair share.  Time frame: January 1, 2012 to August 9, 2012.",Finance,media,0.00,2012-10-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3804809&title=FOI%20Request%20-%20FIN-2012-00191,575509,2,0,0
ocd-division/country:ca/province:bc,FNR-2012-00244,3802851,244,"Stumpage Advisory Notices for Forest Licence A84558 cutting permits: 001 (Timber Mark DF3001) effective Oct. 29, 2009; 002 (TM DF3002) effective May 6, 2011; 005 (TM DF3005) effective June 22, 2011; 006 (TM DF3006) effective June 14, 2011 and 007 (TM DF3007) effective June 16, 2011.","Forests, Lands and Natural Resource Operations",business,0.00,2012-10-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:3802851&title=FOI%20Request%20-%20FNR-2012-00244,1618778,26,0,0
