division_id,identifier,position,abstract,classification,date_accepted,date
ocd-division/country:ca/csd:4811061,2015-0209,209,Fire investigation report,general,2015-06-12,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0210,210,Fire investigation report,general,2015-06-12,2015-06-16
ocd-division/country:ca/csd:4811061,2015-0211,211,Fire investigation report,general,2015-06-12,2015-06-17
ocd-division/country:ca/csd:4811061,2015-0212,212,Fire investigation report,general,2015-06-12,2015-06-17
ocd-division/country:ca/csd:4811061,2014-0337,337,Review of 2014-G-0189,,2014-10-17,2015-06-18
ocd-division/country:ca/csd:4811061,2015-0203,203,Property information,general,2015-05-12,2015-06-18
ocd-division/country:ca/csd:4811061,2015-0073,73,Signage information request,general,2015-02-24,2015-06-19
ocd-division/country:ca/csd:4811061,2015-0194,194,"Financial information, legal matters, complaints regarding an individual",personal,2015-05-29,2015-06-22
ocd-division/country:ca/csd:4811061,2015-0046,46,Secondary suite complaint,general,2015-02-09,2015-06-24
ocd-division/country:ca/csd:4811061,2015-0207,207,Social media policies,general,2015-06-09,2015-06-24
ocd-division/country:ca/csd:4811061,2015-0213,213,Information regarding a sidewalk,general,2015-06-16,2015-06-24
ocd-division/country:ca/csd:4811061,2015-0169,169,Employee file and emails,personal,2015-05-08,2015-06-25
ocd-division/country:ca/csd:4811061,2015-0176,176,MGA stop work order,general,2015-05-14,2015-06-25
ocd-division/country:ca/csd:4811061,2015-0177,177,MGA stop work order,general,2015-05-14,2015-06-25
ocd-division/country:ca/csd:4811061,2015-0189,189,Bus accident,general,2015-05-27,2015-06-26
ocd-division/country:ca/csd:4811061,2015-0197,197,Taxi plates,general,2015-06-04,2015-06-26
ocd-division/country:ca/csd:4811061,2015-0208,208,Employee sick days,general,2015-06-10,2015-06-26
ocd-division/country:ca/csd:4811061,2015-0191,191,Property information,general,2015-05-29,2015-06-29
ocd-division/country:ca/csd:4811061,2015-0196,196,Property inspections and complaints,general,2015-06-03,2015-06-29
ocd-division/country:ca/csd:4811061,2015-0157,157,Janitorial contracts,general,2015-04-30,2015-06-30
ocd-division/country:ca/csd:4811061,2015-0220,220,Fire investigation report,general,2015-06-25,2015-06-30
ocd-division/country:ca/csd:4811061,2015-0185,185,Employee information,personal,2015-05-21,2015-07-02
ocd-division/country:ca/csd:4811061,2015-0199,199,Correspondence between Mayor and Province,general,2015-06-05,2015-07-02
ocd-division/country:ca/csd:4811061,2015-0201,201,Transit accident,general,2015-06-05,2015-07-03
ocd-division/country:ca/csd:4811061,2015-0198,198,Housing inner city neighbourhoods,general,2015-06-04,2015-07-06
ocd-division/country:ca/csd:4811061,2015-0215,215,Employee file,general,2015-06-05,2015-07-06
ocd-division/country:ca/csd:4811061,2015-0218,218,Twitter user names,general,2015-06-23,2015-07-06
ocd-division/country:ca/csd:4811061,2015-0204,204,Salary and benefits of Communications employees,general,2015-06-08,2015-07-07
ocd-division/country:ca/csd:4811061,2015-0216,216,Overtime hours and dollar value,general,2015-06-22,2015-07-07
ocd-division/country:ca/csd:4811061,2015-0222,222,Fire report,general,2015-06-29,2015-07-09
ocd-division/country:ca/csd:4811061,2015-0190,190,Drainage issues of a property,general,2015-05-27,2015-07-13
ocd-division/country:ca/csd:4811061,2014-0133,133,Review of 2014-G-0004,,2014-04-22,2015-07-17
ocd-division/country:ca/csd:4811061,2014-0300,300,Review of 2014-G-0144,,2014-09-23,2015-07-21
ocd-division/country:ca/csd:4811061,2014-0345,345,Review of 2014-P-0201,,2014-10-27,2015-07-21
ocd-division/country:ca/csd:4811061,2015-0219,219,List of FOIP requests,general,2015-06-23,2015-07-21
ocd-division/country:ca/csd:4811061,2014-0266,266,Review of 2014-G-0115,,2014-08-21,2015-07-22
ocd-division/country:ca/csd:4811061,2015-0068,68,Rezone/sale 103 St & 104 Ave,general,2015-02-19,2015-07-24
ocd-division/country:ca/csd:4811061,2015-0166,166,Review of 2014-G-0374,,2015-05-06,
ocd-division/country:ca/csd:4811061,2015-0182,182,Review of 2014-G-0378,,2015-05-19,
ocd-division/country:ca/csd:4811061,2015-0195,195,Bylaw infraction database,general,2015-06-03,2015-07-31
ocd-division/country:ca/csd:4811061,2015-0193,193,"Correspondence of arbitration, grievance, etc",general,2015-05-28,2015-08-06
ocd-division/country:ca/csd:4811061,2015-0206,206,Employee information,general,2015-06-08,
ocd-division/country:ca/csd:4811061,2015-0214,214,Business licence information,general,2015-06-19,
ocd-division/country:ca/csd:4811061,2015-0221,221,Red light camera maintenance records,general,2015-06-26,2015-07-27
